input	lexeme	candidate	obs.prob	tab.prob	beA	beB
word924	A	B	0	13	1	0
word925	A	A	1	8	0	1
word925	A	B	0	8	1	0
word926	A	A	1	3	0	1
word926	A	B	0	3	1	0
word927	A	A	1	4	0	1
word927	A	B	0	4	1	0
word928	A	A	1	5	0	1
word928	A	B	0	5	1	0
word929	A	A	1	587	0	1
word929	A	B	0	587	1	0
word930	A	A	1	1	0	1
word930	A	B	0	1	1	0
word931	A	A	1	3822	0	1
word931	A	B	0	3822	1	0
word932	A	A	1	2	0	1
word932	A	B	0	2	1	0
word933	A	A	1	4	0	1
word933	A	B	0	4	1	0
word934	A	A	1	2	0	1
word934	A	B	0	2	1	0
word935	A	A	1	137	0	1
word935	A	B	0	137	1	0
word936	A	A	1	1	0	1
word936	A	B	0	1	1	0
word937	A	A	1	82	0	1
word937	A	B	0	82	1	0
word938	A	A	1	66	0	1
word938	A	B	0	66	1	0
word939	A	A	1	4	0	1
word939	A	B	0	4	1	0
word940	A	A	1	31	0	1
word940	A	B	0	31	1	0
word941	A	A	1	52	0	1
word941	A	B	0	52	1	0
word942	A	A	1	48	0	1
word942	A	B	0	48	1	0
word943	A	A	1	21	0	1
word943	A	B	0	21	1	0
word944	A	A	1	239	0	1
word944	A	B	0	239	1	0
word945	A	A	1	1668	0	1
word945	A	B	0	1668	1	0
word946	A	A	1	3	0	1
word946	A	B	0	3	1	0
word947	A	A	1	42	0	1
word947	A	B	0	42	1	0
word948	A	A	1	14	0	1
word948	A	B	0	14	1	0
word949	A	A	1	143	0	1
word949	A	B	0	143	1	0
word950	A	A	1	9	0	1
word950	A	B	0	9	1	0
word951	A	A	1	1	0	1
word951	A	B	0	1	1	0
word952	A	A	1	5	0	1
word952	A	B	0	5	1	0
word953	A	A	1	6	0	1
word953	A	B	0	6	1	0
word954	A	A	1	3	0	1
word954	A	B	0	3	1	0
word955	A	A	1	1	0	1
word955	A	B	0	1	1	0
word956	A	A	1	10	0	1
word956	A	B	0	10	1	0
word957	A	A	1	3	0	1
word957	A	B	0	3	1	0
word958	A	A	1	311	0	1
word958	A	B	0	311	1	0
word959	A	A	1	3954	0	1
word959	A	B	0	3954	1	0
word960	A	A	1	2	0	1
word960	A	B	0	2	1	0
word961	A	A	1	2	0	1
word961	A	B	0	2	1	0
word962	A	A	1	98	0	1
word962	A	B	0	98	1	0
word963	A	A	1	6	0	1
word963	A	B	0	6	1	0
word964	A	A	1	9	0	1
word964	A	B	0	9	1	0
word965	A	A	1	1	0	1
word965	A	B	0	1	1	0
word966	A	A	1	18	0	1
word966	A	B	0	18	1	0
word967	A	A	1	9	0	1
word967	A	B	0	9	1	0
word968	A	A	1	5	0	1
word968	A	B	0	5	1	0
word969	A	A	1	170	0	1
word969	A	B	0	170	1	0
word970	A	A	1	5	0	1
word970	A	B	0	5	1	0
word971	A	A	1	11	0	1
word971	A	B	0	11	1	0
word972	A	A	1	1	0	1
word972	A	B	0	1	1	0
word973	A	A	1	32	0	1
word973	A	B	0	32	1	0
word974	A	A	1	1	0	1
word974	A	B	0	1	1	0
word975	A	A	1	1	0	1
word975	A	B	0	1	1	0
word976	A	A	1	1358	0	1
word976	A	B	0	1358	1	0
word977	A	A	1	5371	0	1
word977	A	B	0	5371	1	0
word978	A	A	1	884	0	1
word978	A	B	0	884	1	0
word979	A	A	1	20	0	1
word979	A	B	0	20	1	0
word980	A	A	1	374	0	1
word980	A	B	0	374	1	0
word981	A	A	1	1649	0	1
word981	A	B	0	1649	1	0
word982	A	A	1	229	0	1
word982	A	B	0	229	1	0
word983	A	A	1	2	0	1
word983	A	B	0	2	1	0
word984	A	A	1	73	0	1
word984	A	B	0	73	1	0
word985	A	A	1	7	0	1
word985	A	B	0	7	1	0
word986	A	A	1	5	0	1
word986	A	B	0	5	1	0
word987	A	A	1	2	0	1
word987	A	B	0	2	1	0
word988	A	A	1	2	0	1
word988	A	B	0	2	1	0
word989	A	A	1	157	0	1
word989	A	B	0	157	1	0
word990	A	A	1	21	0	1
word990	A	B	0	21	1	0
word991	A	A	1	2	0	1
word991	A	B	0	2	1	0
word992	A	A	1	4014	0	1
word992	A	B	0	4014	1	0
word993	A	A	1	2	0	1
word993	A	B	0	2	1	0
word994	A	A	1	2	0	1
word994	A	B	0	2	1	0
word995	A	A	1	4	0	1
word995	A	B	0	4	1	0
word996	A	A	1	3	0	1
word996	A	B	0	3	1	0
word997	A	A	1	1	0	1
word997	A	B	0	1	1	0
word998	A	A	1	1	0	1
word998	A	B	0	1	1	0
word999	A	A	1	115	0	1
word999	A	B	0	115	1	0
word1000	A	A	1	1	0	1
word1000	A	B	0	1	1	0
word1_suff	A_s	A_s	0.5	2	0	1
word1_suff	A_s	B_s	0.5	2	1	0
word2_suff	A_s	A_s	0.5	8229	0	1
word2_suff	A_s	B_s	0.5	8229	1	0
word3_suff	A_s	A_s	0.5	31	0	1
word3_suff	A_s	B_s	0.5	31	1	0
word4_suff	A_s	A_s	0.5	3	0	1
word4_suff	A_s	B_s	0.5	3	1	0
word5_suff	A_s	A_s	0.5	1	0	1
word5_suff	A_s	B_s	0.5	1	1	0
word6_suff	A_s	A_s	0.5	1	0	1
word6_suff	A_s	B_s	0.5	1	1	0
word7_suff	A_s	A_s	0.5	268	0	1
word7_suff	A_s	B_s	0.5	268	1	0
word8_suff	A_s	A_s	0.5	5	0	1
word8_suff	A_s	B_s	0.5	5	1	0
word9_suff	A_s	A_s	0.5	2	0	1
word9_suff	A_s	B_s	0.5	2	1	0
word10_suff	A_s	A_s	0.5	12	0	1
word10_suff	A_s	B_s	0.5	12	1	0
word11_suff	A_s	A_s	0.5	10	0	1
word11_suff	A_s	B_s	0.5	10	1	0
word12_suff	A_s	A_s	0.5	1129	0	1
word12_suff	A_s	B_s	0.5	1129	1	0
word13_suff	A_s	A_s	0.5	5	0	1
word13_suff	A_s	B_s	0.5	5	1	0
word14_suff	A_s	A_s	0.5	6253	0	1
word14_suff	A_s	B_s	0.5	6253	1	0
word15_suff	A_s	A_s	0.5	13	0	1
word15_suff	A_s	B_s	0.5	13	1	0
word16_suff	A_s	A_s	0.5	63	0	1
word16_suff	A_s	B_s	0.5	63	1	0
word17_suff	A_s	A_s	0.5	7	0	1
word17_suff	A_s	B_s	0.5	7	1	0
word18_suff	A_s	A_s	0.5	3	0	1
word18_suff	A_s	B_s	0.5	3	1	0
word19_suff	A_s	A_s	0.5	3	0	1
word19_suff	A_s	B_s	0.5	3	1	0
word20_suff	A_s	A_s	0.5	18	0	1
word20_suff	A_s	B_s	0.5	18	1	0
word21_suff	A_s	A_s	0.5	31	0	1
word21_suff	A_s	B_s	0.5	31	1	0
word22_suff	A_s	A_s	0.5	69	0	1
word22_suff	A_s	B_s	0.5	69	1	0
word23_suff	A_s	A_s	0.5	2	0	1
word23_suff	A_s	B_s	0.5	2	1	0
word24_suff	A_s	A_s	0.5	2	0	1
word24_suff	A_s	B_s	0.5	2	1	0
word25_suff	A_s	A_s	0.5	2	0	1
word25_suff	A_s	B_s	0.5	2	1	0
word26_suff	A_s	A_s	0.5	3	0	1
word26_suff	A_s	B_s	0.5	3	1	0
word27_suff	A_s	A_s	0.5	4	0	1
word27_suff	A_s	B_s	0.5	4	1	0
word28_suff	A_s	A_s	0.5	3	0	1
word28_suff	A_s	B_s	0.5	3	1	0
word29_suff	A_s	A_s	0.5	2	0	1
word29_suff	A_s	B_s	0.5	2	1	0
word30_suff	A_s	A_s	0.5	97	0	1
word30_suff	A_s	B_s	0.5	97	1	0
word31_suff	A_s	A_s	0.5	1	0	1
word31_suff	A_s	B_s	0.5	1	1	0
word32_suff	A_s	A_s	0.5	402	0	1
word32_suff	A_s	B_s	0.5	402	1	0
word33_suff	A_s	A_s	0.5	1	0	1
word33_suff	A_s	B_s	0.5	1	1	0
word34_suff	A_s	A_s	0.5	19	0	1
word34_suff	A_s	B_s	0.5	19	1	0
word35_suff	A_s	A_s	0.5	122	0	1
word35_suff	A_s	B_s	0.5	122	1	0
word36_suff	A_s	A_s	0.5	4	0	1
word36_suff	A_s	B_s	0.5	4	1	0
word37_suff	A_s	A_s	0.5	2	0	1
word37_suff	A_s	B_s	0.5	2	1	0
word38_suff	A_s	A_s	0.5	18	0	1
word38_suff	A_s	B_s	0.5	18	1	0
word39_suff	A_s	A_s	0.5	5	0	1
word39_suff	A_s	B_s	0.5	5	1	0
word40_suff	A_s	A_s	0.5	1	0	1
word40_suff	A_s	B_s	0.5	1	1	0
word41_suff	A_s	A_s	0.5	382	0	1
word41_suff	A_s	B_s	0.5	382	1	0
word42_suff	A_s	A_s	0.5	29	0	1
word42_suff	A_s	B_s	0.5	29	1	0
word43_suff	A_s	A_s	0.5	1	0	1
word43_suff	A_s	B_s	0.5	1	1	0
word44_suff	A_s	A_s	0.5	3941	0	1
word44_suff	A_s	B_s	0.5	3941	1	0
word45_suff	A_s	A_s	0.5	16	0	1
word45_suff	A_s	B_s	0.5	16	1	0
word46_suff	A_s	A_s	0.5	8834	0	1
word46_suff	A_s	B_s	0.5	8834	1	0
word47_suff	A_s	A_s	0.5	37	0	1
word47_suff	A_s	B_s	0.5	37	1	0
word48_suff	A_s	A_s	0.5	176	0	1
word48_suff	A_s	B_s	0.5	176	1	0
word49_suff	A_s	A_s	0.5	8	0	1
word49_suff	A_s	B_s	0.5	8	1	0
word50_suff	A_s	A_s	0.5	242	0	1
word50_suff	A_s	B_s	0.5	242	1	0
word51_suff	A_s	A_s	0.5	5	0	1
word51_suff	A_s	B_s	0.5	5	1	0
word52_suff	A_s	A_s	0.5	1	0	1
word52_suff	A_s	B_s	0.5	1	1	0
word53_suff	A_s	A_s	0.5	1	0	1
word53_suff	A_s	B_s	0.5	1	1	0
word54_suff	A_s	A_s	0.5	1	0	1
word54_suff	A_s	B_s	0.5	1	1	0
word55_suff	A_s	A_s	0.5	4	0	1
word55_suff	A_s	B_s	0.5	4	1	0
word56_suff	A_s	A_s	0.5	4	0	1
word56_suff	A_s	B_s	0.5	4	1	0
word57_suff	A_s	A_s	0.5	20	0	1
word57_suff	A_s	B_s	0.5	20	1	0
word58_suff	A_s	A_s	0.5	21	0	1
word58_suff	A_s	B_s	0.5	21	1	0
word59_suff	A_s	A_s	0.5	31	0	1
word59_suff	A_s	B_s	0.5	31	1	0
word60_suff	A_s	A_s	0.5	163	0	1
word60_suff	A_s	B_s	0.5	163	1	0
word61_suff	A_s	A_s	0.5	16	0	1
word61_suff	A_s	B_s	0.5	16	1	0
word62_suff	A_s	A_s	0.5	2	0	1
word62_suff	A_s	B_s	0.5	2	1	0
word63_suff	A_s	A_s	0.5	17	0	1
word63_suff	A_s	B_s	0.5	17	1	0
word64_suff	A_s	A_s	0.5	3	0	1
word64_suff	A_s	B_s	0.5	3	1	0
word65_suff	A_s	A_s	0.5	26	0	1
word65_suff	A_s	B_s	0.5	26	1	0
word66_suff	A_s	A_s	0.5	92	0	1
word66_suff	A_s	B_s	0.5	92	1	0
word67_suff	A_s	A_s	0.5	1383	0	1
word67_suff	A_s	B_s	0.5	1383	1	0
word68_suff	A_s	A_s	0.5	219	0	1
word68_suff	A_s	B_s	0.5	219	1	0
word69_suff	A_s	A_s	0.5	334	0	1
word69_suff	A_s	B_s	0.5	334	1	0
word70_suff	A_s	A_s	0.5	116	0	1
word70_suff	A_s	B_s	0.5	116	1	0
word71_suff	A_s	A_s	0.5	1590	0	1
word71_suff	A_s	B_s	0.5	1590	1	0
word72_suff	A_s	A_s	0.5	3917	0	1
word72_suff	A_s	B_s	0.5	3917	1	0
word73_suff	A_s	A_s	0.5	16	0	1
word73_suff	A_s	B_s	0.5	16	1	0
word74_suff	A_s	A_s	0.5	2051	0	1
word74_suff	A_s	B_s	0.5	2051	1	0
word75_suff	A_s	A_s	0.5	248	0	1
word75_suff	A_s	B_s	0.5	248	1	0
word76_suff	A_s	A_s	0.5	280	0	1
word76_suff	A_s	B_s	0.5	280	1	0
word77_suff	A_s	A_s	0.5	1	0	1
word77_suff	A_s	B_s	0.5	1	1	0
word78_suff	A_s	A_s	0.5	2	0	1
word78_suff	A_s	B_s	0.5	2	1	0
word79_suff	A_s	A_s	0.5	1	0	1
word79_suff	A_s	B_s	0.5	1	1	0
word80_suff	A_s	A_s	0.5	38	0	1
word80_suff	A_s	B_s	0.5	38	1	0
word81_suff	A_s	A_s	0.5	922	0	1
word81_suff	A_s	B_s	0.5	922	1	0
word82_suff	A_s	A_s	0.5	9	0	1
word82_suff	A_s	B_s	0.5	9	1	0
word83_suff	A_s	A_s	0.5	239	0	1
word83_suff	A_s	B_s	0.5	239	1	0
word84_suff	A_s	A_s	0.5	10	0	1
word84_suff	A_s	B_s	0.5	10	1	0
word85_suff	A_s	A_s	0.5	56	0	1
word85_suff	A_s	B_s	0.5	56	1	0
word86_suff	A_s	A_s	0.5	3	0	1
word86_suff	A_s	B_s	0.5	3	1	0
word87_suff	A_s	A_s	0.5	1	0	1
word87_suff	A_s	B_s	0.5	1	1	0
word88_suff	A_s	A_s	0.5	17	0	1
word88_suff	A_s	B_s	0.5	17	1	0
word89_suff	A_s	A_s	0.5	17	0	1
word89_suff	A_s	B_s	0.5	17	1	0
word90_suff	A_s	A_s	0.5	2	0	1
word90_suff	A_s	B_s	0.5	2	1	0
word91_suff	A_s	A_s	0.5	56	0	1
word91_suff	A_s	B_s	0.5	56	1	0
word92_suff	A_s	A_s	0.5	2	0	1
word92_suff	A_s	B_s	0.5	2	1	0
word93_suff	A_s	A_s	0.5	338	0	1
word93_suff	A_s	B_s	0.5	338	1	0
word94_suff	A_s	A_s	0.5	1	0	1
word94_suff	A_s	B_s	0.5	1	1	0
word95_suff	A_s	A_s	0.5	4	0	1
word95_suff	A_s	B_s	0.5	4	1	0
word96_suff	A_s	A_s	0.5	20	0	1
word96_suff	A_s	B_s	0.5	20	1	0
word97_suff	A_s	A_s	0.5	1	0	1
word97_suff	A_s	B_s	0.5	1	1	0
word98_suff	A_s	A_s	0.5	266	0	1
word98_suff	A_s	B_s	0.5	266	1	0
word99_suff	A_s	A_s	0.5	4	0	1
word99_suff	A_s	B_s	0.5	4	1	0
word100_suff	A_s	A_s	0.5	78	0	1
word100_suff	A_s	B_s	0.5	78	1	0
word101_suff	A_s	A_s	0.5	4105	0	1
word101_suff	A_s	B_s	0.5	4105	1	0
word102_suff	A_s	A_s	0.5	8	0	1
word102_suff	A_s	B_s	0.5	8	1	0
word103_suff	A_s	A_s	0.5	125	0	1
word103_suff	A_s	B_s	0.5	125	1	0
word104_suff	A_s	A_s	0.5	6	0	1
word104_suff	A_s	B_s	0.5	6	1	0
word105_suff	A_s	A_s	0.5	21	0	1
word105_suff	A_s	B_s	0.5	21	1	0
word106_suff	A_s	A_s	0.5	65	0	1
word106_suff	A_s	B_s	0.5	65	1	0
word107_suff	A_s	A_s	0.5	2	0	1
word107_suff	A_s	B_s	0.5	2	1	0
word108_suff	A_s	A_s	0.5	1	0	1
word108_suff	A_s	B_s	0.5	1	1	0
word109_suff	A_s	A_s	0.5	29	0	1
word109_suff	A_s	B_s	0.5	29	1	0
word110_suff	A_s	A_s	0.5	3	0	1
word110_suff	A_s	B_s	0.5	3	1	0
word111_suff	A_s	A_s	0.5	1	0	1
word111_suff	A_s	B_s	0.5	1	1	0
word112_suff	A_s	A_s	0.5	1	0	1
word112_suff	A_s	B_s	0.5	1	1	0
word113_suff	A_s	A_s	0.5	364	0	1
word113_suff	A_s	B_s	0.5	364	1	0
word114_suff	A_s	A_s	0.5	406	0	1
word114_suff	A_s	B_s	0.5	406	1	0
word115_suff	A_s	A_s	0.5	773	0	1
word115_suff	A_s	B_s	0.5	773	1	0
word116_suff	A_s	A_s	0.5	4	0	1
word116_suff	A_s	B_s	0.5	4	1	0
word117_suff	A_s	A_s	0.5	5086	0	1
word117_suff	A_s	B_s	0.5	5086	1	0
word118_suff	A_s	A_s	0.5	2	0	1
word118_suff	A_s	B_s	0.5	2	1	0
word119_suff	A_s	A_s	0.5	179	0	1
word119_suff	A_s	B_s	0.5	179	1	0
word120_suff	A_s	A_s	0.5	9	0	1
word120_suff	A_s	B_s	0.5	9	1	0
word121_suff	A_s	A_s	0.5	1	0	1
word121_suff	A_s	B_s	0.5	1	1	0
word122_suff	A_s	A_s	0.5	110	0	1
word122_suff	A_s	B_s	0.5	110	1	0
word123_suff	A_s	A_s	0.5	1	0	1
word123_suff	A_s	B_s	0.5	1	1	0
word124_suff	A_s	A_s	0.5	1	0	1
word124_suff	A_s	B_s	0.5	1	1	0
word125_suff	A_s	A_s	0.5	27	0	1
word125_suff	A_s	B_s	0.5	27	1	0
word126_suff	A_s	A_s	0.5	255	0	1
word126_suff	A_s	B_s	0.5	255	1	0
word127_suff	A_s	A_s	0.5	121	0	1
word127_suff	A_s	B_s	0.5	121	1	0
word128_suff	A_s	A_s	0.5	2	0	1
word128_suff	A_s	B_s	0.5	2	1	0
word129_suff	A_s	A_s	0.5	225	0	1
word129_suff	A_s	B_s	0.5	225	1	0
word130_suff	A_s	A_s	0.5	617	0	1
word130_suff	A_s	B_s	0.5	617	1	0
word131_suff	A_s	A_s	0.5	1	0	1
word131_suff	A_s	B_s	0.5	1	1	0
word132_suff	A_s	A_s	0.5	15	0	1
word132_suff	A_s	B_s	0.5	15	1	0
word133_suff	A_s	A_s	0.5	3	0	1
word133_suff	A_s	B_s	0.5	3	1	0
word134_suff	A_s	A_s	0.5	96	0	1
word134_suff	A_s	B_s	0.5	96	1	0
word135_suff	A_s	A_s	0.5	1	0	1
word135_suff	A_s	B_s	0.5	1	1	0
word136_suff	A_s	A_s	0.5	105	0	1
word136_suff	A_s	B_s	0.5	105	1	0
word137_suff	A_s	A_s	0.5	6	0	1
word137_suff	A_s	B_s	0.5	6	1	0
word138_suff	A_s	A_s	0.5	4	0	1
word138_suff	A_s	B_s	0.5	4	1	0
word139_suff	A_s	A_s	0.5	214	0	1
word139_suff	A_s	B_s	0.5	214	1	0
word140_suff	A_s	A_s	0.5	50	0	1
word140_suff	A_s	B_s	0.5	50	1	0
word141_suff	A_s	A_s	0.5	6	0	1
word141_suff	A_s	B_s	0.5	6	1	0
word142_suff	A_s	A_s	0.5	21	0	1
word142_suff	A_s	B_s	0.5	21	1	0
word143_suff	A_s	A_s	0.5	20	0	1
word143_suff	A_s	B_s	0.5	20	1	0
word144_suff	A_s	A_s	0.5	3	0	1
word144_suff	A_s	B_s	0.5	3	1	0
word145_suff	A_s	A_s	0.5	460	0	1
word145_suff	A_s	B_s	0.5	460	1	0
word146_suff	A_s	A_s	0.5	1	0	1
word146_suff	A_s	B_s	0.5	1	1	0
word147_suff	A_s	A_s	0.5	4	0	1
word147_suff	A_s	B_s	0.5	4	1	0
word148_suff	A_s	A_s	0.5	3	0	1
word148_suff	A_s	B_s	0.5	3	1	0
word149_suff	A_s	A_s	0.5	5595	0	1
word149_suff	A_s	B_s	0.5	5595	1	0
word150_suff	A_s	A_s	0.5	50	0	1
word150_suff	A_s	B_s	0.5	50	1	0
word151_suff	A_s	A_s	0.5	4	0	1
word151_suff	A_s	B_s	0.5	4	1	0
word152_suff	A_s	A_s	0.5	4	0	1
word152_suff	A_s	B_s	0.5	4	1	0
word153_suff	A_s	A_s	0.5	4	0	1
word153_suff	A_s	B_s	0.5	4	1	0
word154_suff	A_s	A_s	0.5	2	0	1
word154_suff	A_s	B_s	0.5	2	1	0
word155_suff	A_s	A_s	0.5	1	0	1
word155_suff	A_s	B_s	0.5	1	1	0
word156_suff	A_s	A_s	0.5	1441	0	1
word156_suff	A_s	B_s	0.5	1441	1	0
word157_suff	A_s	A_s	0.5	29	0	1
word157_suff	A_s	B_s	0.5	29	1	0
word158_suff	A_s	A_s	0.5	1	0	1
word158_suff	A_s	B_s	0.5	1	1	0
word159_suff	A_s	A_s	0.5	19	0	1
word159_suff	A_s	B_s	0.5	19	1	0
word160_suff	A_s	A_s	0.5	1	0	1
word160_suff	A_s	B_s	0.5	1	1	0
word161_suff	A_s	A_s	0.5	20	0	1
word161_suff	A_s	B_s	0.5	20	1	0
word162_suff	A_s	A_s	0.5	6	0	1
word162_suff	A_s	B_s	0.5	6	1	0
word163_suff	A_s	A_s	0.5	1	0	1
word163_suff	A_s	B_s	0.5	1	1	0
word164_suff	A_s	A_s	0.5	1450	0	1
word164_suff	A_s	B_s	0.5	1450	1	0
word165_suff	A_s	A_s	0.5	10	0	1
word165_suff	A_s	B_s	0.5	10	1	0
word166_suff	A_s	A_s	0.5	10	0	1
word166_suff	A_s	B_s	0.5	10	1	0
word167_suff	A_s	A_s	0.5	1	0	1
word167_suff	A_s	B_s	0.5	1	1	0
word168_suff	A_s	A_s	0.5	2	0	1
word168_suff	A_s	B_s	0.5	2	1	0
word169_suff	A_s	A_s	0.5	72	0	1
word169_suff	A_s	B_s	0.5	72	1	0
word170_suff	A_s	A_s	0.5	50	0	1
word170_suff	A_s	B_s	0.5	50	1	0
word171_suff	A_s	A_s	0.5	24	0	1
word171_suff	A_s	B_s	0.5	24	1	0
word172_suff	A_s	A_s	0.5	1	0	1
word172_suff	A_s	B_s	0.5	1	1	0
word173_suff	A_s	A_s	0.5	4877	0	1
word173_suff	A_s	B_s	0.5	4877	1	0
word174_suff	A_s	A_s	0.5	5	0	1
word174_suff	A_s	B_s	0.5	5	1	0
word175_suff	A_s	A_s	0.5	1	0	1
word175_suff	A_s	B_s	0.5	1	1	0
word176_suff	A_s	A_s	0.5	4	0	1
word176_suff	A_s	B_s	0.5	4	1	0
word177_suff	A_s	A_s	0.5	16	0	1
word177_suff	A_s	B_s	0.5	16	1	0
word178_suff	A_s	A_s	0.5	1089	0	1
word178_suff	A_s	B_s	0.5	1089	1	0
word179_suff	A_s	A_s	0.5	3	0	1
word179_suff	A_s	B_s	0.5	3	1	0
word180_suff	A_s	A_s	0.5	695	0	1
word180_suff	A_s	B_s	0.5	695	1	0
word181_suff	A_s	A_s	0.5	13	0	1
word181_suff	A_s	B_s	0.5	13	1	0
word182_suff	A_s	A_s	0.5	1	0	1
word182_suff	A_s	B_s	0.5	1	1	0
word183_suff	A_s	A_s	0.5	12	0	1
word183_suff	A_s	B_s	0.5	12	1	0
word184_suff	A_s	A_s	0.5	2	0	1
word184_suff	A_s	B_s	0.5	2	1	0
word185_suff	A_s	A_s	0.5	1	0	1
word185_suff	A_s	B_s	0.5	1	1	0
word186_suff	A_s	A_s	0.5	24	0	1
word186_suff	A_s	B_s	0.5	24	1	0
word187_suff	A_s	A_s	0.5	21	0	1
word187_suff	A_s	B_s	0.5	21	1	0
word188_suff	A_s	A_s	0.5	15	0	1
word188_suff	A_s	B_s	0.5	15	1	0
word189_suff	A_s	A_s	0.5	2411	0	1
word189_suff	A_s	B_s	0.5	2411	1	0
word190_suff	A_s	A_s	0.5	2	0	1
word190_suff	A_s	B_s	0.5	2	1	0
word191_suff	A_s	A_s	0.5	1	0	1
word191_suff	A_s	B_s	0.5	1	1	0
word192_suff	A_s	A_s	0.5	334	0	1
word192_suff	A_s	B_s	0.5	334	1	0
word193_suff	A_s	A_s	0.5	1	0	1
word193_suff	A_s	B_s	0.5	1	1	0
word194_suff	A_s	A_s	0.5	346	0	1
word194_suff	A_s	B_s	0.5	346	1	0
word195_suff	A_s	A_s	0.5	22	0	1
word195_suff	A_s	B_s	0.5	22	1	0
word196_suff	A_s	A_s	0.5	251	0	1
word196_suff	A_s	B_s	0.5	251	1	0
word197_suff	A_s	A_s	0.5	26	0	1
word197_suff	A_s	B_s	0.5	26	1	0
word198_suff	A_s	A_s	0.5	101	0	1
word198_suff	A_s	B_s	0.5	101	1	0
word199_suff	A_s	A_s	0.5	2835	0	1
word199_suff	A_s	B_s	0.5	2835	1	0
word200_suff	A_s	A_s	0.5	18	0	1
word200_suff	A_s	B_s	0.5	18	1	0
word201_suff	A_s	A_s	0.5	1	0	1
word201_suff	A_s	B_s	0.5	1	1	0
word202_suff	A_s	A_s	0.5	101	0	1
word202_suff	A_s	B_s	0.5	101	1	0
word203_suff	A_s	A_s	0.5	55	0	1
word203_suff	A_s	B_s	0.5	55	1	0
word204_suff	A_s	A_s	0.5	2	0	1
word204_suff	A_s	B_s	0.5	2	1	0
word205_suff	A_s	A_s	0.5	1	0	1
word205_suff	A_s	B_s	0.5	1	1	0
word206_suff	A_s	A_s	0.5	21	0	1
word206_suff	A_s	B_s	0.5	21	1	0
word207_suff	A_s	A_s	0.5	311	0	1
word207_suff	A_s	B_s	0.5	311	1	0
word208_suff	A_s	A_s	0.5	19	0	1
word208_suff	A_s	B_s	0.5	19	1	0
word209_suff	A_s	A_s	0.5	5946	0	1
word209_suff	A_s	B_s	0.5	5946	1	0
word210_suff	A_s	A_s	0.5	504	0	1
word210_suff	A_s	B_s	0.5	504	1	0
word211_suff	A_s	A_s	0.5	20	0	1
word211_suff	A_s	B_s	0.5	20	1	0
word212_suff	A_s	A_s	0.5	42	0	1
word212_suff	A_s	B_s	0.5	42	1	0
word213_suff	A_s	A_s	0.5	1	0	1
word213_suff	A_s	B_s	0.5	1	1	0
word214_suff	A_s	A_s	0.5	15	0	1
word214_suff	A_s	B_s	0.5	15	1	0
word215_suff	A_s	A_s	0.5	33	0	1
word215_suff	A_s	B_s	0.5	33	1	0
word216_suff	A_s	A_s	0.5	4699	0	1
word216_suff	A_s	B_s	0.5	4699	1	0
word217_suff	A_s	A_s	0.5	174	0	1
word217_suff	A_s	B_s	0.5	174	1	0
word218_suff	A_s	A_s	0.5	2	0	1
word218_suff	A_s	B_s	0.5	2	1	0
word219_suff	A_s	A_s	0.5	31	0	1
word219_suff	A_s	B_s	0.5	31	1	0
word220_suff	A_s	A_s	0.5	262	0	1
word220_suff	A_s	B_s	0.5	262	1	0
word221_suff	A_s	A_s	0.5	1	0	1
word221_suff	A_s	B_s	0.5	1	1	0
word222_suff	A_s	A_s	0.5	80	0	1
word222_suff	A_s	B_s	0.5	80	1	0
word223_suff	A_s	A_s	0.5	16	0	1
word223_suff	A_s	B_s	0.5	16	1	0
word224_suff	A_s	A_s	0.5	42	0	1
word224_suff	A_s	B_s	0.5	42	1	0
word225_suff	A_s	A_s	0.5	1	0	1
word225_suff	A_s	B_s	0.5	1	1	0
word226_suff	A_s	A_s	0.5	1	0	1
word226_suff	A_s	B_s	0.5	1	1	0
word227_suff	A_s	A_s	0.5	3411	0	1
word227_suff	A_s	B_s	0.5	3411	1	0
word228_suff	A_s	A_s	0.5	168	0	1
word228_suff	A_s	B_s	0.5	168	1	0
word229_suff	A_s	A_s	0.5	1	0	1
word229_suff	A_s	B_s	0.5	1	1	0
word230_suff	A_s	A_s	0.5	2	0	1
word230_suff	A_s	B_s	0.5	2	1	0
word231_suff	A_s	A_s	0.5	388	0	1
word231_suff	A_s	B_s	0.5	388	1	0
word232_suff	A_s	A_s	0.5	6	0	1
word232_suff	A_s	B_s	0.5	6	1	0
word233_suff	A_s	A_s	0.5	636	0	1
word233_suff	A_s	B_s	0.5	636	1	0
word234_suff	A_s	A_s	0.5	1	0	1
word234_suff	A_s	B_s	0.5	1	1	0
word235_suff	A_s	A_s	0.5	38	0	1
word235_suff	A_s	B_s	0.5	38	1	0
word236_suff	A_s	A_s	0.5	34	0	1
word236_suff	A_s	B_s	0.5	34	1	0
word237_suff	A_s	A_s	0.5	1	0	1
word237_suff	A_s	B_s	0.5	1	1	0
word238_suff	A_s	A_s	0.5	7	0	1
word238_suff	A_s	B_s	0.5	7	1	0
word239_suff	A_s	A_s	0.5	2	0	1
word239_suff	A_s	B_s	0.5	2	1	0
word240_suff	A_s	A_s	0.5	27	0	1
word240_suff	A_s	B_s	0.5	27	1	0
word241_suff	A_s	A_s	0.5	1	0	1
word241_suff	A_s	B_s	0.5	1	1	0
word242_suff	A_s	A_s	0.5	8	0	1
word242_suff	A_s	B_s	0.5	8	1	0
